S38,SUNRAY HOLDINGS LIMITED
S71,SUNRIGHT LTD
CZ3,SUNTAR ECO-CITY LIMITED
T82U,SUNTEC REAL ESTATE INV TRUST
A7S,SUNVIC CHEMICAL HOLDINGS LTD
S48,SUPERBOWL HOLDINGS LIMITED
Q7Q,SURFACE MOUNT TECH (HLDGS) LTD
QF6,SWEE HONG LIMITED
AK3,SWIBER HOLDINGS LIMITED
O2F,SWING MEDIA TECHNOLOGY GRP LTD
5FD,SWISSCO HOLDINGS LIMITED
Z75,SYNEAR FOOD HOLDINGS LIMITED
5UO,SYSMA HOLDINGS LIMITED
PA3,TA CORPORATION LTD
500,TAI SIN ELECTRIC LIMITED
T15,TAN CHONG INT'L LTD
T03,TAT HONG HOLDINGS LTD
T12,TAT SENG PACKAGING GROUP LTD
T43,TECHCOMP (HOLDINGS) LIMITED
5CQ,TECHNICS OIL & GAS LIMITED
M1Z,TEE INTERNATIONAL LIMITED
S9B,TEE LAND LIMITED
5OQ,TEHO INTERNATIONAL INC LTD.
T41,TELECHOICE INTERNATIONAL LTD
AI1,TEXCHEM-PACK HOLDINGS (S) LTD.
596,THAI VILLAGE HOLDINGS LTD
T04,THAKRAL CORPORATION LTD
E5P,THE HOUR GLASS LIMITED
S5X,TIGER AIRWAYS HOLDINGS 200
J7X,TIGER AIRWAYS HOLDINGS LIMITED
K2P,TIONG SENG HOLDINGS LIMITED
T06,TIONG WOON CORP HOLDING LTD
586,TMC EDUCATION CORPORATION LTD
519,TOP GLOBAL LIMITED
T18,TPV TECHNOLOGY LIMITED
E15,TRANSCU GROUP LIMITED
570,TRANSIT-MIXED CONCRETE LTD
T55,TRANSPAC INDUSTRIAL HLDGS LTD
T19,TRANSVIEW HOLDINGS LIMITED
5KH,TRAVELITE HOLDINGS LTD.
5AB,TREK 2000 INT'L LTD
5NL,TRITECH GROUP LIMITED
RC5,TRIYARDS HOLDINGS LIMITED
574,TSH CORPORATION LIMITED
T26,TSIT WING INTL HOLDINGS LTD
T09,TT INTERNATIONAL LIMITED
K1Q,TTJ HOLDINGS LIMITED
T24,TUAN SING HOLDINGS LIMITED
540,TUNG LOK RESTAURANTS 2000 LTD
T08,TYE SOON LTD
NI3,UE E&C LTD.
558,UMS HOLDINGS LIMITED
U18,UNIFIED COMMUNICATIONS HLDGLTD
V69,UNION STEEL HOLDINGS LIMITED
A6F,UNIONMET (SINGAPORE) LIMITED
U05,UNITED ENGINEERS 7.5% CUM PREF
U04,UNITED ENGINEERS LTD ORD
U19,UNITED ENVIROTECH LTD
P30,UNITED FIBER SYSTEM LIMITED
U01,UNITED FOOD HOLDINGS LIMITED
U06,UNITED INDUSTRIAL CORP LTD
U07,UNITED INTL SECURITIES LTD
U11,UNITED OVERSEAS BANK LTD
U13,UNITED OVERSEAS INSURANCE LTD
JK8,UNITED SSE 50 CHINA ETF
W81,UNIVERSAL RESOURCE & SVCS LTD
GL8,UOB 5.05%NCPS 100
U10,UOB-KAY HIAN HOLDINGS LIMITED
U14,UOL GROUP LIMITED
U09,UPP HOLDINGS LIMITED
545,VALLIANZ HOLDINGS LIMITED
BN2,VALUETRONICS HOLDINGS LIMITED
MS7,VARD HOLDINGS  LIMITED
5BA,VASHION GROUP LTD.
PH0,VGO CORPORATION LIMITED
535,VIBROPOWER CORPORATION LIMITED
V01,VICOM LTD
569,VICPLAS INTERNATIONAL LTD
557,VIKING OFFSHORE AND MARINE LTD
L5J,VIZ BRANZ LIMITED
W01,WBL CORPORATION LIMITED
5RJ,WE HOLDINGS LTD.
E3B,WEE HUR HOLDINGS LTD.
ON7,WEIYE HOLDINGS LIMITED
5OF,WESTMINSTER TRAVEL LIMITED
M35,WHEELOCK PROPERTIES (S) LTD
W12,WILLAS-ARRAY ELEC (HLDGS) LTD
F34,WILMAR INTERNATIONAL LIMITED
W05,WING TAI HLDGS LTD
B49,WORLD PRECISION MACHINERY LTD
MN5,XINREN ALUMINUM HOLDINGS LTD
M9F,XMH HOLDINGS LTD.
I04,XPRESS HOLDINGS LTD
MC7,YAMADA GREEN RESOURCES LIMITED
BS6,YANGZIJIANG SHIPBLDG HLDGS LTD
Z25,YANLORD LAND GROUP LIMITED
Y03,YEO HIAP SENG LTD
Y08,YHI INTERNATIONAL LIMITED
5QT,YHM GROUP LIMITED
5DM,YING LI INTL REAL ESTATE LTD
Z59,YOMA STRATEGIC HOLDINGS LTD
CX5,YONG XIN INTL HOLDINGS LTD.
E6A,YONGMAO HOLDINGS LIMITED
Y02,YONGNAM HOLDINGS LIMITED
Y06,YOUYUE INTERNATIONAL LIMITED
Z01,ZAGRO ASIA LIMITED
5SR,ZHONGMIN BAIHUI RETAIL GRP LTD
5EG,ZHONGXIN FRUIT AND JUICE LTD
I9T,ZIWO HOLDINGS LTD.
D5N,Z-OBEE HOLDINGS LIMITED
5TG,800 SUPER HOLDINGS LIMITED
E25,8TELECOM INTL HOLDINGS CO LTD
5GZ,AA GROUP HOLDINGS LTD.
A35,ABF SPORE BOND INDEX FUND ETF
L5I,ABTERRA LTD
A75,ACE ACHIEVE INFOCOM LIMITED
A02,ACHIEVA LIMITED
A01,ACMA LTD.
A59,ACTION ASIA LIMITED
A31,ADDVALUE TECHNOLOGIES LTD
A54,ADV INTEGRATED MFG CORP LTD
5FH,ADVANCE SCT LIMITED
5IA,ADVANCED HOLDINGS LTD.
5TY,ADVANCED SYSTEMS AUTOMATION
5EF,ADVENTUS HOLDINGS LIMITED
A18,AEI CORPORATION LTD
A10,AEM HOLDINGS LTD
O5RU,AIMS AMP CAP INDUSTRIAL REIT
5IB,ALBEDO LIMITED
A13,ALLIED TECHNOLOGIES LIMITED
A34,AMARA HOLDINGS LTD
C60,AMPLEFIELD LIMITED
M1P,AMTEK ENGINEERING LTD
MF5,ANCHUN INTERNATIONAL HLDGS LTD
A52,ANNAIK LIMITED
5AL,ANNICA HOLDINGS LIMITED
G5X,ANWELL TECHNOLOGIES LIMITED
5AU,AP OIL INTERNATIONAL LIMITED
D1R,ARA ASSET MANAGEMENT LIMITED
5EK,ARMARDA GROUP LIMITED
A14,ARMSTRONG INDUSTRIAL CORP LTD
5NK,ARTIVISION TECHNOLOGIES LTD.
Q1P,ASCENDAS HOSPITALITY TRUST
CY6U,ASCENDAS INDIA TRUST
A17U,ASCENDAS REAL ESTATE INV TRUST
A68U,ASCOTT RESIDENCE TRUST
A55,ASIA ENTERPRISES HOLDING LTD
GH3,ASIA FASHION HOLDINGS LIMITED
A03,ASIA POWER CORP LTD
585,ASIAN MICRO HOLDINGS LTD
S9AU,ASIAN PAY TELEVISION  TRUST 1
S7OU,ASIAN PAY TELEVISION TRUST
5RA,ASIA-PACIFIC STRATEGIC INV LTD
5ET,ASIASONS CAPITAL LIMITED
5CR,ASIATIC GROUP (HOLDINGS) LTD
5AM,ASIATRAVEL.COM HOLDINGS LTD
538,ASJ HOLDINGS LTD
A04,ASL MARINE HOLDINGS LTD
A53,A-SONIC AEROSPACE LIMITED
A30,ASPIAL CORPORATION LIMITED
575,ASTI HOLDINGS LIMITED
5UL,ATLANTIC NAVIGATION HLDG(S)LTD
A23,AURIC PACIFIC GROUP LIMITED
5GJ,AUSGROUP LIMITED
A15,AUSSINO GROUP LTD
O2I,AVIC INTL MARITIME HLDGLIMITED
CT1,AVI-TECH ELECTRONICS LIMITED
A69,AZEUS SYSTEMS HOLDINGS LTD.
B26,BAN LEONG TECHNOLOGIES LIMITED
B58,BANYAN TREE HOLDINGS LIMITED
KJ5,BBR HOLDINGS (S) LTD
5MC,BENG KUANG MARINE LIMITED
B64,BERGER INTERNATIONAL LIMITED
5ER,BEST WORLD INTERNATIONAL LTD
B32,BH GLOBAL CORPORATION LIMITED
B20,BIOSENSORS INT'L GROUP, LTD.
A33,BLUMONT GROUP LTD.
B10,BOARDROOM LIMITED
B28,BONVESTS HOLDINGS LTD
F9D,BOUSTEAD SINGAPORE LIMITED
B03,BRC ASIA LIMITED
5DA,BREADTALK GROUP LIMITED
5DT,BRIGHT ORIENT (HOLDING) LTD.
B08,BRITISH & MALAYAN TRUSTEES LTD
B69,BROADWAY INDUSTRIAL GROUP LTD
B61,BUKIT SEMBAWANG ESTATES LTD
P8Z,BUMITAMA AGRI LTD.
MQ4,BUND CENTER INVESTMENT LTD
D79,C&G ENV PROTECT HLDGS LTD
K2LU,CACHE LOGISTICS TRUST
J91U,CAMBRIDGE INDUSTRIAL TRUST
C61U,CAPITACOMMERCIAL TRUST
C31,CAPITALAND LIMITED
C38U,CAPITAMALL TRUST
PW3Z,CAPITAMALLASTRS$400M3.8%220112
JS8,CAPITAMALLS ASIA LIMITED
AU8U,CAPITARETAIL CHINA TRUST
M8TZ,CAPMALLASIATRS$125M2.15%140121
C04,CASA HOLDINGS LIMITED
5RF,CCFH LTD.
5QZ,CCM GROUP LIMITED
J85,CDL HOSPITALITY TRUSTS
D38,CDW HOLDING LIMITED
530,CEDAR STRATEGIC HOLDINGS LTD
Y35,CEFC INTERNATIONAL LIMITED
C11,CEI CONTRACT MANUFACTURING LTD
C56,CELESTIAL NUTRIFOODS LIMITED
OU8,CENTURION CORPORATION LIMITED
5EB,CFM HOLDINGS LIMITED
C13,CH OFFSHORE LTD
573,CHALLENGER TECHNOLOGIES LTD
JA9,CHANGJIANG FERTILIZER HLGS LTD
D2V,CHANGTIAN PLASTIC & CHEM LTD
5NV,CHASEN HOLDINGS LIMITED
5TW,CHASWOOD RESOURCES HLDGS LTD.
C05,CHEMICAL INDUSTRIES (F.E.) LTD
C50,CHEUNG WOH TECHNOLOGIES LTD
5SY,CHEW'S GROUP LIMITED
EP4,CHINA ANIMAL HEALTHCARE LTD.
T42,CHINA AUTO ELECTRONICS GRP LTD
G92,CHINA AVIATION OIL(S) CORP LTD
AD7,CHINA BEARING (SINGAPORE) LTD.
T16,CHINA DAIRY GROUP LTD
A0G,CHINA ENERGY LIMITED
5OU,CHINA ENVIRONMENT LTD.
F6D,CHINA FIBRETECH LTD.
C59,CHINA FLEXIBLE PACK HLDG LTD
I4U,CHINA GAOXIAN FIBREFAB HLDGLTD
D50,CHINA GREAT LAND HOLDINGS LTD.
C92,CHINA HAIDA LTD.
C0Z,CHINA HONGCHENG HOLDINGS LTD
BR9,CHINA HONGXING SPORTS LIMITED
C37,CHINA INTERNATIONAL HLDGS LTD
J18,CHINA JISHAN HOLDINGS LIMITED
P74,CHINA KANGDA FOOD COMPANY LTD
GU5,CHINA KUNDA TECH HOLDINGS LTD
C22,CHINA MERCHANTS HLDGS(PACIFIC)
K2N,CHINA MINZHONG FOOD CORP LTD
C71,CHINA PAPER HOLDINGS LIMITED
Z02,CHINA POWERPLUS LIMITED
B3C,CHINA PRINT POWER GROUP LTD
FQ8,CHINA SPORTS INTL LIMITED
CH8,CHINA SUNSINE CHEM HLDGS LTD.
F2X,CHINA TAISAN TECH GRP HLDGSLTD
B9R,CHINA XLX FERTILISER LTD.
5KK,CHINA YONGSHENG LIMITED
B2X,CHINA YUANBANG PROP HLDGS LTD
O2R,CHINASING INVESTMENT HLDG LTD
S91,CHINAVISION MEDIA GRP LIMITED
5CJ,CHINESE GLOBAL INVESTORS GRP
C29,CHIP ENG SENG CORPORATION LTD
C10,CHOSEN HOLDINGS LIMITED
C33,CHUAN HUP HOLDINGS LIMITED
QS0,CIMB FT ASEAN 40 100 S$
M62,CIMB FTSE ASEAN40 100
QR9,CIMB S&P ASIA PAC DIVIDEND S$
P5P,CIMB S&P ASIA PACIFIC DIVIDEND
C09,CITY DEVELOPMENTS LIMITED
C70,CITY DEVELOPMENTS LTD NCCPS
5HJ,CITYNEON HOLDINGS LIMITED
A7RU,CITYSPRING INFRASTRUCT TRUST
P9D,CIVMEC LIMITED
5GC,CNA GROUP LTD.
5TP,CNMC GOLDMINE HOLDINGS LIMITED
KJ9,COGENT HOLDINGS LIMITED
567,COLEX HOLDINGS LIMITED
C52,COMFORTDELGRO CORPORATION LTD
5HT,COMMUNICATION DESIGN INTL LTD
L1D,CONSCIENCEFOOD HOLDING LIMITED
OJ4,CONTEL CORPORATION LIMITED
P8A,CORDLIFE GROUP LIMITED
C41,CORTINA HOLDINGS LIMITED
F83,COSCO CORPORATION (S) LTD
B9S,COSMOSTEEL HOLDINGS LIMITED
E91,COURAGE MARINE GROUP LIMITED
RE2,COURTS ASIA LIMITED
539,CPH LTD
541,CRAFT PRINT INTERNATIONAL LTD
C76,CREATIVE TECHNOLOGY LTD
S6NU,CROESUS RETAIL TRUST
C06,CSC HOLDINGS LTD
544,CSE GLOBAL LTD
C14,CWT LIMITED
D01,DAIRY FARM INT'L HOLDINGS LTD
FP1,DAPAI INTL HLDG CO. LTD.
5CB,DARCO WATER TECHNOLOGIES LTD
D05,DBS GROUP HOLDINGS LTD
MU7,DBS S$800M 4.7% NCPS
K2M,DEBAO PROPERTY DEVELOPMENT LTD
5UZ,DECLOUT LIMITED
B1N,DELONG HOLDINGS LIMITED
D11,DESIGN STUDIO FURNITURE MFRLTD
D08,DEVOTION ENERGY GROUP LIMITED
G77,DIGILAND INTERNATIONAL LTD
5CH,DMX TECHNOLOGIES GROUP LTD
MT1,DRAGON GROUP INTL LIMITED
GJ8,DUKANG DISTILLERS HLDGS LTD
CZ4,DUTECH HOLDINGS LIMITED
5SO,DUTY FREE INTERNATIONALLIMITED
NO4,DYNA-MAC HOLDINGS LTD.
D6U,DYNAMIC COLOURS LIMITED
5KU,EASTERN HOLDINGS LTD
N0L,EASTGATE TECHNOLOGY LTD
5CT,ECOWISE HOLDINGS LIMITED
E18,ECS HOLDINGS LIMITED
E16,ELEC & ELTEK INT CO LTD
5KX,ELEKTROMOTIVE GROUP LIMITED
550,ELITE KSB HOLDINGS LIMITED
E13,ELLIPSIZ LTD
5DE,EMS ENERGY LIMITED
S44,ENGRO CORPORATION LIMITED
L23,ENVIRO-HUB HOLDINGS LTD
5MQ,EPICENTRE HOLDINGS LIMITED
FO8,ERATAT LIFESTYLE LIMITED
5RC,ES GROUP (HOLDINGS) LIMITED
5FR,ETIKA INTERNATIONAL HLDGS LTD
E02,EU YAN SANG INTERNATIONAL LTD
E27,EUCON HOLDING LIMITED
5VT,EUNETWORKS GROUP LIMITED
E23,EUROPTRONIC GROUP LTD
E17,EXCELPOINT TECHNOLOGY LTD
5ME,EZION HOLDINGS LIMITED
5DN,EZRA HOLDINGS LIMITED
F10,F J BENJAMIN HOLDINGS LTD
NU6Z,F&N TREASURY S$220M2.48%160328
NU7Z,F&N TREASURY S$80M3.15%180328
I54,FABCHEM CHINA LIMITED
5FL,FALCON ENERGY GROUP LIMITED
5TJ,FAR EAST GROUP LIMITED
Q5T,FAR EAST HOSPITALITY TRUST
O10,FAR EAST ORCHARD LIMITED
F07,FDS NETWORKS GROUP LTD
F20,FEDERAL INT(2000) LTD
F12,FIBRECHEM TECHNOLOGIES LIMITED
DK2,FIBRECHEM TECHNOLOGIES NCPS
AW9U,FIRST REAL ESTATE INV TRUST
EB5,FIRST RESOURCES LIMITED
D8DU,FIRST SHIP LEASE TRUST
F22,FISCHER TECH LTD
F03,FOOD EMPIRE HOLDINGS LIMITED
529,FOOD JUNCTION HOLDINGS LIMITED
B0I,FORELAND FABRICTECH HLDS LTD
LG2U,FORTERRA TRUST
F25U,FORTUNE REAL ESTATE INV TRUST
F31,FRAGRANCE GROUP LIMITED
F99,FRASER AND NEAVE, LIMITED
J69U,FRASERS CENTREPOINT TRUST
ND8U,FRASERS COMMERCIAL TRUST
KT8U,FRASERS COMMERCIAL TRUST CPPU
F01,FREIGHT LINKS EXPRESS HOLDINGS
E28,FRENCKEN GROUP LIMITED
F13,FU YU CORPORATION LTD
F18,FULL APEX (HOLDINGS) LIMITED
F11,FUNG CHOI MEDIA GROUP LIMITED
DC9,FUXING CHINA GROUP LIMITED
G41,G. K. GOH HOLDINGS LIMITED
5IG,GALLANT VENTURE LTD.
RF7,GAYLIN HOLDINGS LIMITED
5VP,GDS GLOBAL LIMITED
S21,GENTING HONG KONG LIMITED
P9GZ,GENTING SPS$500M5.125% PERPSEC
RE4,GEO ENERGY RESOURCES LIMITED
595,GKE CORPORATION LIMITED
QS9,GLOBAL INVACOM GROUP LIMITED
B73,GLOBAL INVESTMENTS LIMITED
MC0,GLOBAL LOGISTIC PROP LIMITED
K6J,GLOBAL PALM RESOURCES HLGS LTD
P9J,GLOBAL PREMIUM HOTELS LIMITED
G31,GLOBAL TESTING CORPORATION LTD
Y07,GLOBAL YELLOW PAGES LIMITED
5IM,GMG GLOBAL LTD
KU3,GOLDEN OCEAN GROUP LIMITED
5PC,GOODLAND GROUP LIMITED
G05,GOODPACK LIMITED
G20,GP INDUSTRIES LIMITED
G07,GREAT EASTERN HLDGS LTD
I5H,GREAT GROUP HOLDINGS LIMITED
J16,GSH CORPORATION LIMITED
G21,GUANGZHAO IND FOREST BIOGRPLTD
F17,GUOCOLAND LIMITED
B16,GUOCOLEISURE LIMITED
G33,GUTHRIE GTS LTD
5VS,HAFARY HOLDINGS LIMITED
GG7,HAI LECK HOLDINGS LIMITED
5VJ,HALCYON AGRI CORPORATION LTD
B22,HANKORE ENVIRONMENT TEC GRPLTD
DM0,HANWELL HOLDINGS LIMITED
5FU,HARTAWAN HLDGS LTD
H02,HAW PAR CORP LTD
S2W,HAW PAR CORP LTD 1
588,HEALTH MANAGEMENT INTL LTD
5NG,HEALTHWAY MEDICAL CORP LTD
5OR,HEATEC JIETONG HOLDINGS LTD.
5DP,HEETON HOLDINGS LIMITED
I85,HENGXIN TECHNOLOGY LTD.
5PD,HENGYANG PETROCHEM LOG LIMITED
526,HG METAL MANUFACTURING LTD
5JK,HIAP HOE LIMITED
510,HIAP SENG ENGINEERING LTD
5PO,HIAP TONG CORPORATION LTD.
H17,HI-P INTERNATIONAL LIMITED
FV2,HISAKA HOLDINGS LTD.
L18,HL GLOBAL ENTERPRISES LIMITED
H27,HLH GROUP LIMITED
H13,HO BEE INVESTMENT LIMITED
J2T,HOCK LIAN SENG HOLDINGS LTD
H20,HOE LEONG CORPORATION LTD.
H30,HONG FOK CORPORATION LTD
H22,HONG LEONG ASIA LTD.
S41,HONG LEONG FINANCE LIMITED
H78,HONGKONG LAND HOLDINGS LIMITED
H80,HONGWEI TECHNOLOGIES LIMITED
H06,HOR KEW CORPORATION LIMITED
5EV,HOSEN GROUP LTD
H18,HOTEL GRAND CENTRAL LTD
H15,HOTEL PROPERTIES LTD
H12,HOTEL ROYAL LTD
NT1,HOTUNG INVESTMENT HLDGS LTD
H64,HTL INT'L HOLDINGS LIMITED
KI3,HU AN CABLE HOLDINGS LTD.
H16,HUAN HSIN HOLDINGS LTD
H73,HUPSTEEL LTD
P7VU,HUTCHISON PORT HLDGS TRUST S$
NS8U,HUTCHISON PORT HOLDINGS TRUST
H19,HWA HONG CORPORATION LIMITED
N2H,HYFLUX 6% CUM PREF CLASS A 10
600,HYFLUX LTD
536,ICP LTD
5TN,IEV HOLDINGS LIMITED
I49,IFS CAPITAL LIMITED
F3EU,INDIABULLS PROPERTIES INVTRUST
5JS,INDOFOOD AGRI RESOURCES LTD.
5CS,INFINIO GROUP LIMITED
I26,INNOPAC HOLDINGS LIMITED
M14,INNOTEK LIMITED
591,INNOVALUES LIMITED
571,INTERNATIONAL PRESS SOFTCOM
N6H,INTERNET TECHNOLOGY GRP LTD
5GI,INTERRA RESOURCES LIMITED
I06,INTRACO LIMITED
I12,IPC CORPORATION LIMITED
I11,IPCO INT'L LIMITED
I98,IS MSCI INDIA 100
QK9,IS MSCI INDIA 100 S$
I07,ISDN HOLDINGS LIMITED
I15,ISETAN (SINGAPORE) LTD
O9Q,ISHARES ASIA LC 1-3Y BOND ETF
QL0,ISHARES ASIA LC1-3YBOND ETF S$
N6L,ISHARES ASIA LOC CUR BOND ETF
QL1,ISHARES ASIALOC CURBOND ETF S$
N6M,ISHARES USD ASIA BOND ETF
QL2,ISHARES USD ASIA BOND ETF S$
O9P,ISHARES USD ASIA HY BOND ETF
QL3,ISHARES USD ASIA HY BOND ETFS$
5EC,ISR CAPITAL LIMITED
J11,JACKS INTERNATIONAL LIMITED
J17,JACKSPEED CORPORATION LIMITED
J03,JADASON ENTERPRISES LTD
5OI,JAPAN FOODS HOLDING LTD.
C07,JARDINE CYCLE & CARRIAGE LTD
J36,JARDINE MATHESON HLDGS LTD
J37,JARDINE STRATEGIC HLDGS LTD
5PF,JASON MARINE GROUP LIMITED
5UU,JASON PARQUET HOLDINGS LIMITED
FQ7,JASPER INVESTMENTS LIMITED
J10,JAYA HOLDINGS LTD
Q0W,JB FOODS LIMITED
5FA,JEP HOLDINGS LTD.
EG0,JES INTERNATIONAL HOLDINGS LTD
J19,JETS TECHNICS INTL HLDGS LTD
C8R,JIUTIAN CHEMICAL GROUP LIMITED
5TS,JK TECH HOLDINGS LIMITED
E9L,JOYAS INTERNATIONAL HLDGS LTD
5OS,JUBILEE INDUSTRIES HLDGS LTD.
K01,K1 VENTURES LIMITED
K29,KARIN TECHNOLOGY HLDGS LIMITED
F9M,KENCANA AGRI LIMITED
5TT,KEONG HONG HOLDINGS LIMITED
BN4,KEPPEL CORPORATION LIMITED
K17,KEPPEL LAND LIMITED
K71U,KEPPEL REIT
S2FU,KEPPEL REIT 100
K11,KEPPEL TELE & TRAN
LH4U,K-GREEN TRUST
K03,KHONG GUAN FLOUR MILLING LTD
K22,KIAN HO BEARINGS LTD
554,KING WAN CORPORATION LIMITED
K14,KINGBOARD COPPER FOIL HDGS LTD
5MZ,KINGSMEN CREATIVES LTD
5TI,KITCHEN CULTURE HOLDINGS LTD.
504,KLW HOLDINGS LTD
5BK,KODA LTD
K75,KOH BROTHERS GROUP LIMITED
5DL,KOON HOLDINGS LIMITED
5VC,KORI HOLDINGS LIMITED
5OC,KOYO INTERNATIONAL LIMITED
5RK,KREUZ HOLDINGS LIMITED
578,KS ENERGY LIMITED
ER0,KSH HOLDINGS LIMITED
EB7,KTL GLOBAL LIMITED
K07,KXD DIGITAL ENTERTAINMENT LTD
L38,L.C.DEVELOPMENT LTD
L05,LAFE CORPORATION LIMITED
L22,LANKOM ELECTRONICS LIMITED
Q7W,LANTROVISION (S) LTD
5EL,LASSETERS INTL HOLDINGS LTD
5OY,LATITUDE TREE INTL GROUP LTD.
LS9,LEADER ENVIRONMENTAL TECH LTD
L25,LEE KIM TAH HLDGS LIMITED
593,LEE METAL GROUP LTD
587,LERENO BIO-CHEM LTD.
Q0X,LEY CHOON GROUP HLDG LIMITED
C4P,LH GROUP LIMITED
L10,LHT HOLDINGS LIMITED
E9A,LI HENG CHEM FIBRE TECH LTD
L03,LIAN BENG GROUP LTD
5TR,LIBRA GROUP LIMITED
L20,LIFEBRANDZ LTD.
5FW,LINAIR TECHNOLOGIES LIMITED
L15,LINDETEVES-JACOBERG LTD
L08,LION ASIAPAC LTD
L17,LION TECK CHIANG LTD
A78,LIONGOLD CORP LTD
R5UW,LIONGOLD CORP LTD W151217
D5IU,LIPPO MALLS INDO RETAIL TRUST
E94,LIZHONG WHEEL GROUP LTD.
5VI,LOGISTICS HOLDINGS LIMITED
L28,LONGCHEER HOLDINGS LIMITED
5IE,LORENZO INTERNATIONAL LIMITED
M22,LOTTVISION LIMITED
F1E,LOW KENG HUAT (SINGAPORE) LTD
594,LOYZ ENERGY LIMITED
L07Z,LTA $500M4.17%N160510
L19,LUM CHANG HOLDINGS LIMITED
L09,LUNG KEE (BERMUDA) HLDGS LTD
L34,LUXKING GROUP HOLDINGS LIMITED
L46,LUZHOU BIO-CHEM TECHNOLOGY LTD
N14,M DEVELOPMENT LTD.
B2F,M1 LIMITED
M41,MACQUARIE INT'L INFRA FUND LTD
576,MAGNUS ENERGY GROUP LTD.
5TH,MALACCA TRUST LIMITED
M04,MANDARIN ORIENTAL INTL LTD
L02,MANHATTAN RESOURCES LIMITED
5QR,MANN SENG METAL INTL LIMITED
N2IU,MAPLETREE COMMERCIAL TRUST
RW0U,MAPLETREE GREATER CHINACOMM TR
ME8U,MAPLETREE INDUSTRIAL TRUST
M44U,MAPLETREE LOGISTICS TRUST
5LY,MARCO POLO MARINE LTD.
5OX,MARY CHIA HOLDINGS LIMITED
M15,MATEX INTERNATIONAL LIMITED
5UF,MAXI-CASH FIN SVCS CORP LTD
A27,MDR LIMITED
5FF,MEDI-FLEX LIMITED
546,MEDTECS INTERNATIONAL CORP LTD
5DS,MEGACHEM LIMITED
M30,MEGHMANI ORGANICS LIMITED
5MS,MEMSTAR TECHNOLOGY LTD.
M26,MEMTECH INTERNATIONAL LTD
5NF,MENCAST HOLDINGS LTD.
EE6,MERCATOR LINES (SINGAPORE) LTD
5DX,METAL COMPONENT ENGG LTD
5HV,METAX ENGINEERING CORP LIMITED
QG1,METECH INTERNATIONAL LIMITED
M01,METRO HOLDINGS LIMITED
M11,MFG INTEGRATION TECHNOLOGY LTD
5BM,MFS TECHNOLOGY LTD
5DD,MICRO-MECHANICS (HOLDINGS) LTD
5EN,MIDAS HLDGS LIMITED
C68,MIRACH ENERGY LIMITED
M03,MIYOSHI PRECISION LIMITED
5BT,MOYA ASIA LIMITED
M06,MULTI-CHEM LIMITED
MF6,MUN SIONG ENGINEERING LIMITED
F86,MYP LTD.
PH2S,N212100H 140201
R1KS,N213100S 150201
R1LS,N513100T 180401
PH1S,NA12100N 420401
N4E,NAM CHEONG LIMITED
G0I,NAM LEE PRESSED METAL INDS LTD
5IF,NATURAL COOL HOLDINGS LIMITED
5UJ,NEO GROUP LIMITED
N03,NEPTUNE ORIENT LINES LIMITED
N01,NERATELECOMMUNICATIONS LTD
5QY,NET PACIFIC FIN HLDGS LTD
N08,NEW TOYO INT HLDGS LTD
5FX,NEW WAVE HOLDINGS LTD.
B07,NEXT-GEN SATELLITE COMM LTD
5AC,NH CERAMICS LTD
5GF,NICO STEEL HOLDINGS LIMITED
G3B,NIKKO AM SINGAPORE STI ETF
N32,NIPPECRAFT LIMITED
547,NOBEL DESIGN HOLDINGS LTD
N21,NOBLE GROUP LIMITED
MR7,NORDIC GROUP LIMITED
MR8,NOVO GROUP LTD.
N02,NSL LTD.
5HC,NTEGRATOR INTERNATIONAL LTD
R1MS,NX13100H 230701
R1NS,NZ13100V 330901
O15,OCBC BK 4.2% NCPS
F4B,OCBC BK 5.1%NCPS 100
O05,OCEAN SKY INTERNATIONAL LTD
579,OCEANUS GROUP LIMITED
S6M,OKH GLOBAL LTD 500
S3N,OKH GLOBAL LTD.
5CF,OKP HOLDINGS LIMITED
O32,OLAM INTERNATIONAL LIMITED
R9JZ,OLAM US$750M 6.75%B180129
5ML,OLD CHANG KEE LTD.
5HG,ONIONTECH LIMITED
5FI,ORIENTAL GROUP LTD.
O23,OSIM INTERNATIONAL LTD
O08,OSSIA INTERNATIONAL LTD
G4F,OTTO MARINE LIMITED
AJ2,OUHUA ENERGY HOLDINGS LIMITED
O39,OVERSEA-CHINESE BANKING CORP
RQ1,OVERSEAS EDUCATION LIMITED
LJ3,OVERSEAS UNION ENTERPRISE LTD
5UX,OXLEY HOLDINGS LIMITED
5UV,P99 HOLDINGS LIMITED
P11,PACIFIC ANDES RESOURCES DEVLTD
P15,PACIFIC CENTURY REGIONAL DEVTS
P47,PACIFIC HEALTHCARE HLDGS LTD
5EW,PAN ASIAN HOLDINGS LIMITED
P36,PAN HONG PROPERTY GROUP LTD
H49,PAN PACIFIC HOTELS GRP LIMITED
P52,PAN-UNITED CORPORATION LTD
O9E,PARKSON RETAIL ASIA LIMITED
C2PU,PARKWAYLIFE REIT
P06,PCA TECHNOLOGY LIMITED
IX2,PEC LTD.
P13,PENGUIN INTERNATIONAL LIMITED
P05,PEOPLE'S FOOD HOLDINGS LIMITED
N9LU,PERENNIAL CHINA RETAIL TRUST
P34,PETRA FOODS LIMITED
