P31,PHARMESIS INTERNATIONAL LTD.
P82,PLASTOFORM HOLDINGS LIMITED
5PI,PLATO CAPITAL LIMITED
P07,PNE INDUSTRIES LTD
5BS,PNE MICRON HOLDINGS LTD
P01,POH TIONG CHOON LOGISTICS LTD
5BI,POLARIS LTD.
5AE,POLLUX PROPERTIES LTD.
P29,POPULAR HOLDINGS LIMITED
583,PROGEN HOLDINGS LTD
L6T,PSL HOLDINGS LTD
J74,PTERIS GLOBAL LIMITED
QC7,Q & M DENTAL GROUP (S) LIMITED
Q01,QAF LTD
552,QIAN HU CORPORATION LIMITED
CL7,R H ENERGY LTD.
NR7,RAFFLES EDUCATION CORP LTD
R01,RAFFLES MEDICAL GROUP LTD
R14,RAMBA ENERGY LIMITED
RF1U,RELIGARE HEALTH TRUST
5DW,RENEWABLE ENERGY ASIA GRP LTD
T13,RH PETROGAS LIMITED
B1ZU,RICKMERS MARITIME
AP4,RIVERSTONE HOLDINGS LIMITED
R07,ROTARY ENGINEERING LIMITED
A50,ROWSLEY LTD.
E8Z,ROXY-PACIFIC HOLDINGS LIMITED
J8O,RYOBI KISO HOLDINGS LTD.
M09,S I2I LIMITED
M1GU,SABANA SHARI'AH COMPLIANT REIT
DZ8U,SAIZEN REAL ESTATE INV TRUST
5DO,SAKAE HOLDINGS LTD.
E6R,SAMKO TIMBER LIMITED
S56,SAMUDERA SHIPPING LINE LTD
580,SANTAK HOLDINGS LIMITED
NF1,SAPPHIRE CORPORATION LIMITED
S58,SATS LTD.
5PL,SBI OFFSHORE LIMITED
S61,SBS TRANSIT LTD
T20,SCINTRONIX CORPORATION LTD.
5HW,SCORPIO EAST HOLDINGS LTD.
528,SECOND CHANCE PROPERTIES LTD
566,SEE HUP SENG LIMITED
5FQ,SELECT GROUP LIMITED
U96,SEMBCORP INDUSTRIES LTD
S51,SEMBCORP MARINE LTD
S69,SERIAL SYSTEM LTD
IW5,SEROJA INVESTMENTS LIMITED
T57,SHANGHAI ASIA HOLDINGS LIMITED
S07,SHANGRI-LA ASIA LIMITED
5UE,SHC CAPITAL ASIA LIMITED
OV8,SHENG SIONG GROUP LTD
MA6Z,SIA $300M 2.15%B150930
S59,SIA ENGINEERING CO LTD
5GB,SIIC ENVIRONMENT HOLDINGS LTD.
5CP,SILVERLAKE AXIS LTD
S05,SIM LIAN GROUP LIMITED
B7K,SIN GHEE HUAT CORPORATION LTD.
KF4,SIN HENG HEAVY MACHINERY LTD
A26,SINARMAS LAND LIMITED
5UN,SINCAP GROUP LIMITED
5IC,SING HOLDINGS LIMITED
S35,SING INVESTMENTS & FINANCE LTD
C6L,SINGAPORE AIRLINES LTD
C6U,SINGAPORE AIRLINES LTD 200
S68,SINGAPORE EXCHANGE LIMITED
S45U,SINGAPORE INDEX FUND
S30,SINGAPORE LAND LIMITED
5OT,SINGAPORE MEDICAL GROUP LTD
S08,SINGAPORE POST LIMITED
T39,SINGAPORE PRESS HLDGS LTD
S49,SINGAPORE REINSURANCE COR LTD
S19,SINGAPORE SHIPPING CORP LTD
S63,SINGAPORE TECH ENGINEERING LTD
Y45,SINGAPORE WINDSOR HOLDINGS LTD
S23,SINGAPURA FINANCE LTD
5CE,SINGHAIYI GROUP LTD.
Z74,SINGTEL
Z77,SINGTEL 10
Z78,SINGTEL 100
5HH,SINJIA LAND LIMITED
F3V,SINO CONSTRUCTION LIMITED
JS5,SINO GRANDNESS FOOD IND GP LTD
AD8,SINO TECHFIBRE LIMITED
X06,SINOPIPE HOLDINGS LIMITED
C9Q,SINOSTAR PEC HOLDINGS LIMITED
D3W,SINOTEL TECHNOLOGIES LTD.
5CN,SINWA LIMITED
5LE,SITRA HOLDINGS (INTL) LIMITED
5MM,SKY ONE HOLDINGS LIMITED
5RE,SMARTFLEX HOLDINGS LTD
S53,SMRT CORPORATION LTD
S7P,SOILBUILD CONSTRUCTION GRP LTD
5MD,SOON LIAN HOLDINGS LIMITED
E6E,SOUND GLOBAL LTD.
5KI,SOUP RESTAURANT GROUP LIMITED
T77,SOUTHERN PACKAGING GROUP LTD
S13,SP CORPORATION LIMITED
564,SPINDEX INDUSTRIES LIMITED
5NH,ST. JAMES HOLDINGS LIMITED
H07,STAMFORD LAND CORPORATION LTD
S29,STAMFORD TYRES CORPORATIONLTD
X64,STAR PHARMACEUTICAL LIMITED
P40U,STARHILL GLOBAL REIT
CC3,STARHUB LTD
5UA,STARLAND HOLDINGS LIMITED
S24,STATS CHIPPAC LTD
ES3,STI ETF
S85,STRACO CORPORATION LIMITED
S20,STRAITS TRADING CO. LTD
S73,STRATECH SYSTEMS LIMITED
5AI,SUNLIGHT GROUP HLDG LTD
C2J,SUNMART HOLDINGS LIMITED
F06,SUNMOON FOOD COMPANY LIMITED
T35,SUNNINGDALE TECH LTD
5GD,SUNPOWER GROUP LTD.
S38,SUNRAY HOLDINGS LIMITED
S71,SUNRIGHT LTD
CZ3,SUNTAR ECO-CITY LIMITED
T82U,SUNTEC REAL ESTATE INV TRUST
A7S,SUNVIC CHEMICAL HOLDINGS LTD
S48,SUPERBOWL HOLDINGS LIMITED
Q7Q,SURFACE MOUNT TECH (HLDGS) LTD
QF6,SWEE HONG LIMITED
AK3,SWIBER HOLDINGS LIMITED
O2F,SWING MEDIA TECHNOLOGY GRP LTD
5FD,SWISSCO HOLDINGS LIMITED
Z75,SYNEAR FOOD HOLDINGS LIMITED
5UO,SYSMA HOLDINGS LIMITED
PA3,TA CORPORATION LTD
500,TAI SIN ELECTRIC LIMITED
T15,TAN CHONG INT'L LTD
T03,TAT HONG HOLDINGS LTD
T12,TAT SENG PACKAGING GROUP LTD
T43,TECHCOMP (HOLDINGS) LIMITED
5CQ,TECHNICS OIL & GAS LIMITED
M1Z,TEE INTERNATIONAL LIMITED
S9B,TEE LAND LIMITED
5OQ,TEHO INTERNATIONAL INC LTD.
T41,TELECHOICE INTERNATIONAL LTD
AI1,TEXCHEM-PACK HOLDINGS (S) LTD.
596,THAI VILLAGE HOLDINGS LTD
T04,THAKRAL CORPORATION LTD
E5P,THE HOUR GLASS LIMITED
S5X,TIGER AIRWAYS HOLDINGS 200
J7X,TIGER AIRWAYS HOLDINGS LIMITED
K2P,TIONG SENG HOLDINGS LIMITED
T06,TIONG WOON CORP HOLDING LTD
586,TMC EDUCATION CORPORATION LTD
519,TOP GLOBAL LIMITED
T18,TPV TECHNOLOGY LIMITED
E15,TRANSCU GROUP LIMITED
570,TRANSIT-MIXED CONCRETE LTD
T55,TRANSPAC INDUSTRIAL HLDGS LTD
T19,TRANSVIEW HOLDINGS LIMITED
5KH,TRAVELITE HOLDINGS LTD.
5AB,TREK 2000 INT'L LTD
5NL,TRITECH GROUP LIMITED
RC5,TRIYARDS HOLDINGS LIMITED
574,TSH CORPORATION LIMITED
T26,TSIT WING INTL HOLDINGS LTD
T09,TT INTERNATIONAL LIMITED
K1Q,TTJ HOLDINGS LIMITED
T24,TUAN SING HOLDINGS LIMITED
540,TUNG LOK RESTAURANTS 2000 LTD
T08,TYE SOON LTD
NI3,UE E&C LTD.
558,UMS HOLDINGS LIMITED
U18,UNIFIED COMMUNICATIONS HLDGLTD
V69,UNION STEEL HOLDINGS LIMITED
A6F,UNIONMET (SINGAPORE) LIMITED
U05,UNITED ENGINEERS 7.5% CUM PREF
U04,UNITED ENGINEERS LTD ORD
U19,UNITED ENVIROTECH LTD
P30,UNITED FIBER SYSTEM LIMITED
U01,UNITED FOOD HOLDINGS LIMITED
U06,UNITED INDUSTRIAL CORP LTD
U07,UNITED INTL SECURITIES LTD
U11,UNITED OVERSEAS BANK LTD
U13,UNITED OVERSEAS INSURANCE LTD
JK8,UNITED SSE 50 CHINA ETF
W81,UNIVERSAL RESOURCE & SVCS LTD
GL8,UOB 5.05%NCPS 100
U10,UOB-KAY HIAN HOLDINGS LIMITED
U14,UOL GROUP LIMITED
U09,UPP HOLDINGS LIMITED
545,VALLIANZ HOLDINGS LIMITED
BN2,VALUETRONICS HOLDINGS LIMITED
MS7,VARD HOLDINGS  LIMITED
5BA,VASHION GROUP LTD.
PH0,VGO CORPORATION LIMITED
535,VIBROPOWER CORPORATION LIMITED
V01,VICOM LTD
569,VICPLAS INTERNATIONAL LTD
557,VIKING OFFSHORE AND MARINE LTD
L5J,VIZ BRANZ LIMITED
W01,WBL CORPORATION LIMITED
5RJ,WE HOLDINGS LTD.
E3B,WEE HUR HOLDINGS LTD.
ON7,WEIYE HOLDINGS LIMITED
5OF,WESTMINSTER TRAVEL LIMITED
M35,WHEELOCK PROPERTIES (S) LTD
W12,WILLAS-ARRAY ELEC (HLDGS) LTD
F34,WILMAR INTERNATIONAL LIMITED
W05,WING TAI HLDGS LTD
B49,WORLD PRECISION MACHINERY LTD
MN5,XINREN ALUMINUM HOLDINGS LTD
M9F,XMH HOLDINGS LTD.
I04,XPRESS HOLDINGS LTD
MC7,YAMADA GREEN RESOURCES LIMITED
BS6,YANGZIJIANG SHIPBLDG HLDGS LTD
Z25,YANLORD LAND GROUP LIMITED
Y03,YEO HIAP SENG LTD
Y08,YHI INTERNATIONAL LIMITED
5QT,YHM GROUP LIMITED
5DM,YING LI INTL REAL ESTATE LTD
Z59,YOMA STRATEGIC HOLDINGS LTD
CX5,YONG XIN INTL HOLDINGS LTD.
E6A,YONGMAO HOLDINGS LIMITED
Y02,YONGNAM HOLDINGS LIMITED
Y06,YOUYUE INTERNATIONAL LIMITED
Z01,ZAGRO ASIA LIMITED
5SR,ZHONGMIN BAIHUI RETAIL GRP LTD
5EG,ZHONGXIN FRUIT AND JUICE LTD
I9T,ZIWO HOLDINGS LTD.
D5N,Z-OBEE HOLDINGS LIMITED
5TG,800 SUPER HOLDINGS LIMITED
E25,8TELECOM INTL HOLDINGS CO LTD
5GZ,AA GROUP HOLDINGS LTD.
A35,ABF SPORE BOND INDEX FUND ETF
L5I,ABTERRA LTD
A75,ACE ACHIEVE INFOCOM LIMITED
A02,ACHIEVA LIMITED
A01,ACMA LTD.
A59,ACTION ASIA LIMITED
A31,ADDVALUE TECHNOLOGIES LTD
A54,ADV INTEGRATED MFG CORP LTD
5FH,ADVANCE SCT LIMITED
5IA,ADVANCED HOLDINGS LTD.
5TY,ADVANCED SYSTEMS AUTOMATION
5EF,ADVENTUS HOLDINGS LIMITED
A18,AEI CORPORATION LTD
A10,AEM HOLDINGS LTD
O5RU,AIMS AMP CAP INDUSTRIAL REIT
5IB,ALBEDO LIMITED
A13,ALLIED TECHNOLOGIES LIMITED
A34,AMARA HOLDINGS LTD
C60,AMPLEFIELD LIMITED
M1P,AMTEK ENGINEERING LTD
MF5,ANCHUN INTERNATIONAL HLDGS LTD
A52,ANNAIK LIMITED
5AL,ANNICA HOLDINGS LIMITED
G5X,ANWELL TECHNOLOGIES LIMITED
5AU,AP OIL INTERNATIONAL LIMITED
D1R,ARA ASSET MANAGEMENT LIMITED
5EK,ARMARDA GROUP LIMITED
A14,ARMSTRONG INDUSTRIAL CORP LTD
5NK,ARTIVISION TECHNOLOGIES LTD.
Q1P,ASCENDAS HOSPITALITY TRUST
CY6U,ASCENDAS INDIA TRUST
A17U,ASCENDAS REAL ESTATE INV TRUST
A68U,ASCOTT RESIDENCE TRUST
A55,ASIA ENTERPRISES HOLDING LTD
GH3,ASIA FASHION HOLDINGS LIMITED
A03,ASIA POWER CORP LTD
585,ASIAN MICRO HOLDINGS LTD
S7OU,ASIAN PAY TELEVISION TRUST
5RA,ASIA-PACIFIC STRATEGIC INV LTD
5WV,ASIAPHOS LIMITED
5ET,ASIASONS CAPITAL LIMITED
5CR,ASIATIC GROUP (HOLDINGS) LTD
5AM,ASIATRAVEL.COM HOLDINGS LTD
538,ASJ HOLDINGS LTD
A04,ASL MARINE HOLDINGS LTD
A53,A-SONIC AEROSPACE LIMITED
A30,ASPIAL CORPORATION LIMITED
575,ASTI HOLDINGS LIMITED
5UL,ATLANTIC NAVIGATION HLDG(S)LTD
A23,AURIC PACIFIC GROUP LIMITED
5GJ,AUSGROUP LIMITED
A15,AUSSINO GROUP LTD
O2I,AVIC INTL MARITIME HLDGLIMITED
CT1,AVI-TECH ELECTRONICS LIMITED
A69,AZEUS SYSTEMS HOLDINGS LTD.
B26,BAN LEONG TECHNOLOGIES LIMITED
B58,BANYAN TREE HOLDINGS LIMITED
KJ5,BBR HOLDINGS (S) LTD
5MC,BENG KUANG MARINE LIMITED
B64,BERGER INTERNATIONAL LIMITED
5ER,BEST WORLD INTERNATIONAL LTD
B32,BH GLOBAL CORPORATION LIMITED
B20,BIOSENSORS INT'L GROUP, LTD.
A33,BLUMONT GROUP LTD.
T2CR,BLUMONT GROUP LTD. R
T2DR,BLUMONT GROUP LTD. R500
B10,BOARDROOM LIMITED
B28,BONVESTS HOLDINGS LTD
F9D,BOUSTEAD SINGAPORE LIMITED
B03,BRC ASIA LIMITED
5DA,BREADTALK GROUP LIMITED
5DT,BRIGHT ORIENT (HOLDING) LTD.
B08,BRITISH & MALAYAN TRUSTEES LTD
B69,BROADWAY INDUSTRIAL GROUP LTD
B61,BUKIT SEMBAWANG ESTATES LTD
P8Z,BUMITAMA AGRI LTD.
MQ4,BUND CENTER INVESTMENT LTD
D79,C&G ENV PROTECT HLDGS LTD
K2LU,CACHE LOGISTICS TRUST
D2U,CACOLA FURNITURE INTL LIMITED
J91U,CAMBRIDGE INDUSTRIAL TRUST
C61U,CAPITACOMMERCIAL TRUST
C31,CAPITALAND LIMITED
C38U,CAPITAMALL TRUST
PW3Z,CAPITAMALLASTRS$400M3.8%220112
JS8,CAPITAMALLS ASIA LIMITED
AU8U,CAPITARETAIL CHINA TRUST
M8TZ,CAPMALLASIATRS$125M2.15%140121
C04,CASA HOLDINGS LIMITED
5RF,CCFH LTD.
5QZ,CCM GROUP LIMITED
J85,CDL HOSPITALITY TRUSTS
D38,CDW HOLDING LIMITED
530,CEDAR STRATEGIC HOLDINGS LTD
Y35,CEFC INTERNATIONAL LIMITED
C11,CEI CONTRACT MANUFACTURING LTD
C56,CELESTIAL NUTRIFOODS LIMITED
OU8,CENTURION CORPORATION LIMITED
5EB,CFM HOLDINGS LIMITED
C13,CH OFFSHORE LTD
573,CHALLENGER TECHNOLOGIES LTD
JA9,CHANGJIANG FERTILIZER HLGS LTD
D2V,CHANGTIAN PLASTIC & CHEM LTD
5NV,CHASEN HOLDINGS LIMITED
5TW,CHASWOOD RESOURCES HLDGS LTD.
C05,CHEMICAL INDUSTRIES (F.E.) LTD
C50,CHEUNG WOH TECHNOLOGIES LTD
5SY,CHEW'S GROUP LIMITED
T42,CHINA AUTO ELECTRONICS GRP LTD
G92,CHINA AVIATION OIL(S) CORP LTD
AD7,CHINA BEARING (SINGAPORE) LTD.
T16,CHINA DAIRY GROUP LTD
A0G,CHINA ENERGY LIMITED
5OU,CHINA ENVIRONMENT LTD.
RS1,CHINA ENVIRONMENTAL RES GP LTD
G54,CHINA ESSENCE GROUP LTD.
F6D,CHINA FIBRETECH LTD.
B0Z,CHINA FISHERY GROUP LIMITED
C59,CHINA FLEXIBLE PACK HLDG LTD
I4U,CHINA GAOXIAN FIBREFAB HLDGLTD
D50,CHINA GREAT LAND HOLDINGS LTD.
C92,CHINA HAIDA LTD.
C0Z,CHINA HONGCHENG HOLDINGS LTD
BR9,CHINA HONGXING SPORTS LIMITED
C37,CHINA INTERNATIONAL HLDGS LTD
J18,CHINA JISHAN HOLDINGS LIMITED
P74,CHINA KANGDA FOOD COMPANY LTD
GU5,CHINA KUNDA TECH HOLDINGS LTD
C22,CHINA MERCHANTS HLDGS(PACIFIC)
G86,CHINA MILK PRODUCTS GROUP LTD
Y34,CHINA MINING INTERNATIONAL LTD
K2N,CHINA MINZHONG FOOD CORP LTD
DT2,CHINA OILFIELD TEC SVCS GRPLTD
C71,CHINA PAPER HOLDINGS LIMITED
Z02,CHINA POWERPLUS LIMITED
B3C,CHINA PRINT POWER GROUP LTD
E90,CHINA SKY CHEM FIBRE CO., LTD.
FQ8,CHINA SPORTS INTL LIMITED
C86,CHINA SUN BIOCHEM TECH GP CO.
CH8,CHINA SUNSINE CHEM HLDGS LTD.
F2X,CHINA TAISAN TECH GRP HLDGSLTD
B9R,CHINA XLX FERTILISER LTD.
5KK,CHINA YONGSHENG LIMITED
B2X,CHINA YUANBANG PROP HLDGS LTD
O2R,CHINASING INVESTMENT HLDG LTD
S91,CHINAVISION MEDIA GRP LIMITED
5CJ,CHINESE GLOBAL INVESTORS GRP
C29,CHIP ENG SENG CORPORATION LTD
C10,CHOSEN HOLDINGS LIMITED
C33,CHUAN HUP HOLDINGS LIMITED
QS0,CIMB FT ASEAN 40 100 S$
M62,CIMB FTSE ASEAN40 100
QR9,CIMB S&P ASIA PAC DIVIDEND S$
P5P,CIMB S&P ASIA PACIFIC DIVIDEND
C09,CITY DEVELOPMENTS LIMITED
C70,CITY DEVELOPMENTS LTD NCCPS
5HJ,CITYNEON HOLDINGS LIMITED
A7RU,CITYSPRING INFRASTRUCT TRUST
P9D,CIVMEC LIMITED
5GC,CNA GROUP LTD.
5TP,CNMC GOLDMINE HOLDINGS LIMITED
KJ9,COGENT HOLDINGS LIMITED
567,COLEX HOLDINGS LIMITED
N0Z,COMBINE WILL INTL HLDGS LTD
C52,COMFORTDELGRO CORPORATION LTD
5HT,COMMUNICATION DESIGN INTL LTD
T4W,COMPACT METAL INDUSTRIES 50
T4E,COMPACT METAL INDUSTRIES LTD
T4KR,COMPACT METAL INDUSTRIES LTD R
T4LR,COMPACT METAL INDUSTRIES R100
L1D,CONSCIENCEFOOD HOLDING LIMITED
P8A,CORDLIFE GROUP LIMITED
C41,CORTINA HOLDINGS LIMITED
F83,COSCO CORPORATION (S) LTD
B9S,COSMOSTEEL HOLDINGS LIMITED
E91,COURAGE MARINE GROUP LIMITED
RE2,COURTS ASIA LIMITED
539,CPH LTD
541,CRAFT PRINT INTERNATIONAL LTD
C76,CREATIVE TECHNOLOGY LTD
S6NU,CROESUS RETAIL TRUST
C06,CSC HOLDINGS LTD
544,CSE GLOBAL LTD
C14,CWT LIMITED
D01,DAIRY FARM INT'L HOLDINGS LTD
FP1,DAPAI INTL HLDG CO. LTD.
5CB,DARCO WATER TECHNOLOGIES LTD
D05,DBS GROUP HOLDINGS LTD
MU7,DBS S$800M 4.7% NCPS
K2M,DEBAO PROPERTY DEVELOPMENT LTD
5UZ,DECLOUT LIMITED
5WTR,DECLOUT LIMITED R
5WUR,DECLOUT LIMITED R500
B1N,DELONG HOLDINGS LIMITED
D11,DESIGN STUDIO FURNITURE MFRLTD
D08,DEVOTION ENERGY GROUP LIMITED
G77,DIGILAND INTERNATIONAL LTD
5CH,DMX TECHNOLOGIES GROUP LTD
MT1,DRAGON GROUP INTL LIMITED
GJ8,DUKANG DISTILLERS HLDGS LTD
CZ4,DUTECH HOLDINGS LIMITED
5SO,DUTY FREE INTERNATIONALLIMITED
NO4,DYNA-MAC HOLDINGS LTD.
D6U,DYNAMIC COLOURS LIMITED
5KU,EASTERN HOLDINGS LTD
N0L,EASTGATE TECHNOLOGY LTD
5CT,ECOWISE HOLDINGS LIMITED
E18,ECS HOLDINGS LIMITED
E16,ELEC & ELTEK INT CO LTD
5VU,ELEKTROMOTIVE GROUP LIMITED
550,ELITE KSB HOLDINGS LIMITED
E13,ELLIPSIZ LTD
5DE,EMS ENERGY LIMITED
S44,ENGRO CORPORATION LIMITED
L23,ENVIRO-HUB HOLDINGS LTD
5MQ,EPICENTRE HOLDINGS LIMITED
FO8,ERATAT LIFESTYLE LIMITED
5RC,ES GROUP (HOLDINGS) LIMITED
5FR,ETIKA INTERNATIONAL HLDGS LTD
E02,EU YAN SANG INTERNATIONAL LTD
E27,EUCON HOLDING LIMITED
5VT,EUNETWORKS GROUP LIMITED
E23,EUROPTRONIC GROUP LTD
E17,EXCELPOINT TECHNOLOGY LTD
5ME,EZION HOLDINGS LIMITED
5DN,EZRA HOLDINGS LIMITED
F10,F J BENJAMIN HOLDINGS LTD
NU6Z,F&N TREASURY S$220M2.48%160328
NU7Z,F&N TREASURY S$80M3.15%180328
I54,FABCHEM CHINA LIMITED
5FL,FALCON ENERGY GROUP LIMITED
5TJ,FAR EAST GROUP LIMITED
Q5T,FAR EAST HOSPITALITY TRUST
O10,FAR EAST ORCHARD LIMITED
F07,FDS NETWORKS GROUP LTD
F20,FEDERAL INT(2000) LTD
F12,FIBRECHEM TECHNOLOGIES LIMITED
DK2,FIBRECHEM TECHNOLOGIES NCPS
AW9U,FIRST REAL ESTATE INV TRUST
EB5,FIRST RESOURCES LIMITED
D8DU,FIRST SHIP LEASE TRUST
F22,FISCHER TECH LTD
F03,FOOD EMPIRE HOLDINGS LIMITED
529,FOOD JUNCTION HOLDINGS LIMITED
B0I,FORELAND FABRICTECH HLDS LTD
LG2U,FORTERRA TRUST
F25U,FORTUNE REAL ESTATE INV TRUST
F31,FRAGRANCE GROUP LIMITED
F99,FRASER AND NEAVE, LIMITED
J69U,FRASERS CENTREPOINT TRUST
ND8U,FRASERS COMMERCIAL TRUST
T3U,FRASERS COMMERCIAL TRUST A
T3V,FRASERS COMMERCIAL TRUST A 1
KT8U,FRASERS COMMERCIAL TRUST CPPU
F01,FREIGHT LINKS EXPRESS HOLDINGS
E28,FRENCKEN GROUP LIMITED
F13,FU YU CORPORATION LTD
F18,FULL APEX (HOLDINGS) LIMITED
F11,FUNG CHOI MEDIA GROUP LIMITED
DC9,FUXING CHINA GROUP LIMITED
G41,G. K. GOH HOLDINGS LIMITED
5IG,GALLANT VENTURE LTD.
RF7,GAYLIN HOLDINGS LIMITED
5VP,GDS GLOBAL LIMITED
AM3,GEMS TV HOLDINGS LIMITED
S21,GENTING HONG KONG LIMITED
P9GZ,GENTING SPS$500M5.125% PERPSEC
RE4,GEO ENERGY RESOURCES LIMITED
595,GKE CORPORATION LIMITED
QS9,GLOBAL INVACOM GROUP LIMITED
B73,GLOBAL INVESTMENTS LIMITED
MC0,GLOBAL LOGISTIC PROP LIMITED
K6J,GLOBAL PALM RESOURCES HLGS LTD
P9J,GLOBAL PREMIUM HOTELS LIMITED
G11,GLOBAL TECH (HLDGS) LIMITED
G31,GLOBAL TESTING CORPORATION LTD
Y07,GLOBAL YELLOW PAGES LIMITED
5IM,GMG GLOBAL LTD
E5H,GOLDEN AGRI-RESOURCES LTD
KU3,GOLDEN OCEAN GROUP LIMITED
5PC,GOODLAND GROUP LIMITED
G05,GOODPACK LIMITED
G20,GP INDUSTRIES LIMITED
T4CR,GRAND BANKS YACHTS R
T4DR,GRAND BANKS YACHTS R500
G07,GREAT EASTERN HLDGS LTD
I5H,GREAT GROUP HOLDINGS LIMITED
J16,GSH CORPORATION LIMITED
G21,GUANGZHAO IND FOREST BIOGRPLTD
F17,GUOCOLAND LIMITED
B16,GUOCOLEISURE LIMITED
G33,GUTHRIE GTS LTD
5VS,HAFARY HOLDINGS LIMITED
GG7,HAI LECK HOLDINGS LIMITED
5VJ,HALCYON AGRI CORPORATION LTD
B22,HANKORE ENVIRONMENT TEC GRPLTD
DM0,HANWELL HOLDINGS LIMITED
5FU,HARTAWAN HLDGS LTD
5F0,HARTAWAN HLDGS LTD
H02,HAW PAR CORP LTD
588,HEALTH MANAGEMENT INTL LTD
5NG,HEALTHWAY MEDICAL CORP LTD
5OR,HEATEC JIETONG HOLDINGS LTD.
5DP,HEETON HOLDINGS LIMITED
T0Z,HEETON HOLDINGS LIMITED 1
I85,HENGXIN TECHNOLOGY LTD.
5PD,HENGYANG PETROCHEM LOG LIMITED
526,HG METAL MANUFACTURING LTD
5JK,HIAP HOE LIMITED
510,HIAP SENG ENGINEERING LTD
5PO,HIAP TONG CORPORATION LTD.
H17,HI-P INTERNATIONAL LIMITED
FV2,HISAKA HOLDINGS LTD.
L18,HL GLOBAL ENTERPRISES LIMITED
H27,HLH GROUP LIMITED
H13,HO BEE INVESTMENT LIMITED
J2T,HOCK LIAN SENG HOLDINGS LTD
H20,HOE LEONG CORPORATION LTD.
H30,HONG FOK CORPORATION LTD
H22,HONG LEONG ASIA LTD.
S41,HONG LEONG FINANCE LIMITED
H78,HONGKONG LAND HOLDINGS LIMITED
H80,HONGWEI TECHNOLOGIES LIMITED
H06,HOR KEW CORPORATION LIMITED
5EV,HOSEN GROUP LTD
H18,HOTEL GRAND CENTRAL LTD
H15,HOTEL PROPERTIES LTD
H12,HOTEL ROYAL LTD
NT1,HOTUNG INVESTMENT HLDGS LTD
H64,HTL INT'L HOLDINGS LIMITED
KI3,HU AN CABLE HOLDINGS LTD.
H16,HUAN HSIN HOLDINGS LTD
H73,HUPSTEEL LTD
P7VU,HUTCHISON PORT HLDGS TRUST S$
NS8U,HUTCHISON PORT HOLDINGS TRUST
H19,HWA HONG CORPORATION LIMITED
N2H,HYFLUX 6% CUM PREF CLASS A 10
600,HYFLUX LTD
536,ICP LTD
5TN,IEV HOLDINGS LIMITED
I49,IFS CAPITAL LIMITED
F3EU,INDIABULLS PROPERTIES INVTRUST
5JS,INDOFOOD AGRI RESOURCES LTD.
5CS,INFINIO GROUP LIMITED
I26,INNOPAC HOLDINGS LIMITED
M14,INNOTEK LIMITED
591,INNOVALUES LIMITED
571,INTERNATIONAL PRESS SOFTCOM
N6H,INTERNET TECHNOLOGY GRP LTD
5GI,INTERRA RESOURCES LIMITED
5WA,INTL HEALTHWAY CORP LIMITED
I06,INTRACO LIMITED
I12,IPC CORPORATION LIMITED
I11,IPCO INT'L LIMITED
I98,IS MSCI INDIA 100
QK9,IS MSCI INDIA 100 S$
I07,ISDN HOLDINGS LIMITED
I15,ISETAN (SINGAPORE) LTD
O9Q,ISHARES ASIA LC 1-3Y BOND ETF
QL0,ISHARES ASIA LC1-3YBOND ETF S$
N6L,ISHARES ASIA LOC CUR BOND ETF
QL1,ISHARES ASIALOC CURBOND ETF S$
N6M,ISHARES USD ASIA BOND ETF
QL2,ISHARES USD ASIA BOND ETF S$
O9P,ISHARES USD ASIA HY BOND ETF
QL3,ISHARES USD ASIA HY BOND ETFS$
5WF,ISOTEAM LTD.
5EC,ISR CAPITAL LIMITED
J11,JACKS INTERNATIONAL LIMITED
J17,JACKSPEED CORPORATION LIMITED
J03,JADASON ENTERPRISES LTD
5OI,JAPAN FOODS HOLDING LTD.
C07,JARDINE CYCLE & CARRIAGE LTD
J36,JARDINE MATHESON HLDGS LTD
J37,JARDINE STRATEGIC HLDGS LTD
5UU,JASON HOLDINGS LIMITED
5PF,JASON MARINE GROUP LIMITED
FQ7,JASPER INVESTMENTS LIMITED
J10,JAYA HOLDINGS LTD
Q0W,JB FOODS LIMITED
5FA,JEP HOLDINGS LTD.
EG0,JES INTERNATIONAL HOLDINGS LTD
J19,JETS TECHNICS INTL HLDGS LTD
C8R,JIUTIAN CHEMICAL GROUP LIMITED
5TS,JK TECH HOLDINGS LIMITED
E9L,JOYAS INTERNATIONAL HLDGS LTD
NC3W,JOYAS INTERNATIONAL W160125
5OS,JUBILEE INDUSTRIES HLDGS LTD.
K01,K1 VENTURES LIMITED
K29,KARIN TECHNOLOGY HLDGS LIMITED
F9M,KENCANA AGRI LIMITED
5TT,KEONG HONG HOLDINGS LIMITED
BN4,KEPPEL CORPORATION LIMITED
K17,KEPPEL LAND LIMITED
K71U,KEPPEL REIT
T1OU,KEPPEL REIT 1
K11,KEPPEL TELE & TRAN
LH4U,K-GREEN TRUST
K03,KHONG GUAN FLOUR MILLING LTD
K22,KIAN HO BEARINGS LTD
554,KING WAN CORPORATION LIMITED
K14,KINGBOARD COPPER FOIL HDGS LTD
5MZ,KINGSMEN CREATIVES LTD
5TI,KITCHEN CULTURE HOLDINGS LTD.
504,KLW HOLDINGS LTD
5BK,KODA LTD
K75,KOH BROTHERS GROUP LIMITED
5DL,KOON HOLDINGS LIMITED
